Data,Último,Abertura,Máxima,Mínima,Vol.,Var Percent,Variacao 1/0,mm_5,mm_10,retorno_diario,retorno_acumulado,volatilidade_5d,vol_21d,vol_historica_anual,vol_historica,correlacao_fechamento_volume
2021-09-21,110.25,108.859,110.923,108.859,11250000,1.29,1,111.878,113.5035,0.0129,-0.0702,0.0143,0.0161,0.2556,0.0158,0.3478
2021-09-22,112.282,110.252,113.321,110.251,12160000,1.84,1,111.3218,113.3904,0.0184,-0.0531,0.0193,0.0168,0.2667,0.0158,0.3478
2021-09-23,114.064,112.282,114.33,112.281,11480000,1.59,1,111.3758,113.2607,0.0159,-0.038,0.0208,0.0163,0.2588,0.0158,0.3478
2021-09-24,113.283,114.062,114.062,112.505,9120000,-0.68,0,111.7446,113.1604,-0.0068,-0.0446,0.0179,0.0162,0.2572,0.0158,0.3478
2021-09-27,113.583,113.283,114.432,112.36,10740000,0.26,1,112.6924,112.8783,0.0026,-0.0421,0.0105,0.0159,0.2524,0.0158,0.3478
2021-09-28,110.124,113.584,113.584,109.981,13190000,-3.05,0,112.6672,112.2726,-0.0305,-0.0713,0.0198,0.0165,0.2619,0.0158,0.3478
2021-09-29,111.107,110.125,112.028,110.125,11370000,0.89,1,112.4322,111.877,0.0089,-0.063,0.018,0.0167,0.2651,0.0158,0.3478
2021-09-30,110.979,111.117,112.371,110.743,13160000,-0.12,0,111.8152,111.5955,-0.0012,-0.064,0.0152,0.0167,0.2651,0.0158,0.3478
2021-10-01,112.9,110.98,113.02,110.98,10780000,1.73,1,111.7386,111.7416,0.0173,-0.0478,0.0181,0.0172,0.273,0.0158,0.3478
2021-10-04,110.393,112.9,112.9,109.979,11810000,-2.22,0,111.1006,111.8965,-0.0222,-0.069,0.0203,0.0172,0.273,0.0158,0.3478
2021-10-05,110.458,110.397,111.691,110.087,10380000,0.06,1,111.1674,111.9173,0.0006,-0.0684,0.0148,0.0171,0.2715,0.0158,0.3478
2021-10-06,110.56,110.454,110.614,108.18,13280000,0.09,1,111.058,111.7451,0.0009,-0.0676,0.0141,0.017,0.2699,0.0158,0.3478
2021-10-07,110.585,110.563,111.522,110.563,10650000,0.02,1,110.9792,111.3972,0.0002,-0.0674,0.0141,0.015,0.2381,0.0158,0.3478
2021-10-08,112.833,110.586,114.172,110.586,12870000,2.03,1,110.9658,111.3522,0.0203,-0.0484,0.0151,0.0152,0.2413,0.0158,0.3478
2021-10-11,112.18,112.834,113.982,112.052,10280000,-0.58,0,111.3232,111.2119,-0.0058,-0.0539,0.0099,0.0151,0.2397,0.0158,0.3478
2021-10-13,113.456,112.18,114.159,111.807,11730000,1.14,1,111.9228,111.5451,0.0114,-0.0432,0.0104,0.0148,0.2349,0.0158,0.3478
2021-10-14,113.185,113.457,113.881,112.708,8960000,-0.24,0,112.4478,111.7529,-0.0024,-0.0454,0.0108,0.0148,0.2349,0.0158,0.3478
2021-10-15,114.648,113.189,114.776,113.049,11170000,1.29,1,113.2604,112.1198,0.0129,-0.0331,0.011,0.0149,0.2365,0.0158,0.3478
2021-10-18,114.428,114.647,114.927,112.841,11200000,-0.19,0,113.5794,112.2726,-0.0019,-0.035,0.0086,0.0147,0.2334,0.0158,0.3478
2021-10-19,110.673,114.422,114.422,109.947,14130000,-3.28,0,113.278,112.3006,-0.0328,-0.0666,0.0184,0.0158,0.2508,0.0158,0.3478
2021-10-20,110.786,110.677,112.023,110.176,11740000,0.1,1,112.744,112.3334,0.001,-0.0657,0.0169,0.0149,0.2365,0.0158,0.3478
2021-10-21,107.735,110.767,110.767,105.714,16510000,-2.75,0,111.654,112.0509,-0.0275,-0.0914,0.0196,0.0158,0.2508,0.0158,0.3478
2021-10-22,106.296,107.714,107.749,102.854,21170000,-1.34,0,109.9836,111.622,-0.0134,-0.1035,0.015,0.0154,0.2445,0.0158,0.3478
2021-10-25,108.715,106.298,109.372,106.296,11510000,2.28,1,108.841,111.2102,0.0228,-0.0831,0.0226,0.0159,0.2524,0.0158,0.3478
2021-10-26,106.42,108.713,108.713,106.321,10760000,-2.11,0,107.9904,110.6342,-0.0211,-0.1025,0.0201,0.0164,0.2603,0.0158,0.3478
2021-10-27,106.363,106.433,108.224,106.045,10830000,-0.05,0,107.1058,109.9249,-0.0005,-0.103,0.0199,0.0163,0.2588,0.0158,0.3478
2021-10-28,105.705,106.369,107.21,105.282,11500000,-0.62,0,106.6998,109.1769,-0.0062,-0.1085,0.0167,0.0151,0.2397,0.0158,0.3478
2021-10-29,103.501,105.707,105.954,103.43,12600000,-2.09,0,106.1408,108.0622,-0.0209,-0.1271,0.0181,0.0155,0.2461,0.0158,0.3478
2021-11-01,105.551,103.514,106.136,103.514,10730000,1.98,1,105.508,107.1745,0.0198,-0.1098,0.0169,0.0163,0.2588,0.0158,0.3478
2021-11-03,105.617,105.547,106.754,104.205,14700000,0.06,1,105.3474,106.6689,0.0006,-0.1093,0.0146,0.0156,0.2476,0.0158,0.3478
2021-11-04,103.412,105.617,105.627,102.835,12080000,-2.09,0,104.7572,105.9315,-0.0209,-0.1279,0.017,0.0156,0.2476,0.0158,0.3478
2021-11-05,104.824,103.412,105.555,103.412,12590000,1.37,1,104.581,105.6404,0.0137,-0.116,0.019,0.016,0.254,0.0158,0.3478
2021-11-08,104.781,104.824,105.679,104.182,9360000,-0.04,0,104.837,105.4889,-0.0004,-0.1163,0.0157,0.016,0.254,0.0158,0.3478
2021-11-09,105.535,104.783,106.674,104.783,11020000,0.72,1,104.8338,105.1709,0.0072,-0.11,0.013,0.0161,0.2556,0.0158,0.3478
2021-11-10,105.968,105.535,107.407,105.14,12280000,0.41,1,104.904,105.1257,0.0041,-0.1063,0.0131,0.0153,0.2429,0.0158,0.3478
2021-11-11,107.595,105.988,108.669,105.988,12660000,1.54,1,105.7406,105.2489,0.0154,-0.0926,0.0066,0.0158,0.2508,0.0158,0.3478
2021-11-12,106.335,107.576,107.915,105.842,13250000,-1.17,0,106.0428,105.3119,-0.0117,-0.1032,0.01,0.0157,0.2492,0.0158,0.3478
2021-11-16,104.404,106.336,106.971,104.113,11580000,-1.82,0,105.9674,105.4022,-0.0182,-0.1195,0.0139,0.016,0.254,0.0158,0.3478
2021-11-17,102.948,104.405,105.535,102.551,12830000,-1.39,0,105.45,105.1419,-0.0139,-0.1318,0.0141,0.0157,0.2492,0.0158,0.3478
2021-11-18,102.426,102.948,103.757,102.014,10910000,-0.51,0,104.7416,104.8228,-0.0051,-0.1362,0.0132,0.0157,0.2492,0.0158,0.3478
2021-11-19,103.035,102.426,103.975,102.143,11100000,0.59,1,103.8296,104.7851,0.0059,-0.131,0.0094,0.0145,0.2302,0.0158,0.3478
2021-11-22,102.122,103.036,104.613,102.122,10410000,-0.89,0,102.987,104.5149,-0.0089,-0.1387,0.0092,0.0145,0.2302,0.0158,0.3478
2021-11-23,103.654,102.124,103.841,101.736,13030000,1.5,1,102.837,104.4022,0.015,-0.1258,0.0117,0.014,0.2222,0.0158,0.3478
2021-11-24,104.514,103.652,105.041,102.464,10470000,0.83,1,103.1502,104.3001,0.0083,-0.1186,0.0098,0.0139,0.2207,0.0158,0.3478
2021-11-25,105.811,104.514,106.4,104.514,7890000,1.24,1,103.8272,104.2844,0.0124,-0.1076,0.0093,0.0132,0.2095,0.0158,0.3478
2021-11-26,102.224,105.81,105.81,101.495,10970000,-3.39,0,103.665,103.7473,-0.0339,-0.1379,0.0204,0.0144,0.2286,0.0158,0.3478
2021-11-29,102.814,102.227,104.149,102.226,10280000,0.58,1,103.8034,103.3952,0.0058,-0.1329,0.0201,0.0145,0.2302,0.0158,0.3478
2021-11-30,101.915,102.814,103.066,100.075,18200000,-0.87,0,103.4556,103.1463,-0.0087,-0.1405,0.0189,0.0145,0.2302,0.0158,0.3478
2021-12-01,100.775,101.916,104.087,100.727,13760000,-1.12,0,102.7078,102.929,-0.0112,-0.1501,0.0179,0.014,0.2222,0.0158,0.3478
2021-12-02,104.466,100.785,104.466,100.785,14850000,3.66,1,102.4388,103.133,0.0366,-0.119,0.026,0.0157,0.2492,0.0158,0.3478
2021-12-03,105.07,104.467,106.814,104.09,14580000,0.58,1,103.008,103.3365,0.0058,-0.1139,0.019,0.0157,0.2492,0.0158,0.3478
2021-12-06,106.859,105.07,107.498,105.07,11130000,1.7,1,103.817,103.8102,0.017,-0.0988,0.0197,0.0154,0.2445,0.0158,0.3478
2021-12-07,107.558,106.868,108.655,106.868,11770000,0.65,1,104.9456,104.2006,0.0065,-0.0929,0.0175,0.0152,0.2413,0.0158,0.3478
2021-12-08,108.096,107.558,108.521,107.309,13170000,0.5,1,106.4098,104.5588,0.005,-0.0884,0.0135,0.0152,0.2413,0.0158,0.3478
2021-12-09,106.291,108.095,108.095,105.89,11080000,-1.67,0,106.7748,104.6068,-0.0167,-0.1036,0.0123,0.0156,0.2476,0.0158,0.3478
2021-12-10,107.758,106.296,108.275,106.296,10470000,1.38,1,107.3124,105.1602,0.0138,-0.0912,0.0132,0.0159,0.2524,0.0158,0.3478
2021-12-13,107.383,107.758,109.493,107.383,12510000,-0.35,0,107.4172,105.6171,-0.0035,-0.0944,0.0117,0.0156,0.2476,0.0158,0.3478
2021-12-14,106.76,107.387,109.148,106.445,11600000,-0.58,0,107.2576,106.1016,-0.0058,-0.0996,0.0115,0.0154,0.2445,0.0158,0.3478
2021-12-15,107.431,106.763,107.603,105.697,12660000,0.63,1,107.1246,106.7672,0.0063,-0.094,0.0117,0.0148,0.2349,0.0158,0.3478
2021-12-16,108.326,107.433,109.034,107.433,13750000,0.83,1,107.5316,107.1532,0.0083,-0.0864,0.0082,0.0145,0.2302,0.0158,0.3478
2021-12-17,107.201,108.324,108.324,106.518,14930000,-1.04,0,107.4202,107.3663,-0.0104,-0.0959,0.008,0.0147,0.2334,0.0158,0.3478
2021-12-20,105.02,107.171,107.171,104.358,10570000,-2.03,0,106.9476,107.1824,-0.0203,-0.1143,0.0119,0.0154,0.2445,0.0158,0.3478
2021-12-21,105.5,105.02,105.906,105.02,9040000,0.46,1,106.6956,106.9766,0.0046,-0.1103,0.0125,0.0153,0.2429,0.0158,0.3478
2021-12-22,105.244,105.499,105.711,104.386,8050000,-0.24,0,106.2582,106.6914,-0.0024,-0.1124,0.0116,0.015,0.2381,0.0158,0.3478
2021-12-23,104.891,105.251,105.453,104.637,7280000,-0.34,0,105.5712,106.5514,-0.0034,-0.1154,0.0094,0.0149,0.2365,0.0158,0.3478
2021-12-27,105.554,104.892,105.694,104.798,7590000,0.63,1,105.2418,106.331,0.0063,-0.1098,0.0105,0.0147,0.2334,0.0158,0.3478
2021-12-28,104.864,105.555,105.652,104.503,7510000,-0.65,0,105.2106,106.0791,-0.0065,-0.1156,0.0055,0.0126,0.2,0.0158,0.3478
2021-12-29,104.107,104.863,105.19,103.851,6590000,-0.72,0,104.932,105.8138,-0.0072,-0.122,0.0054,0.0127,0.2016,0.0158,0.3478
2021-12-30,104.822,104.106,105.269,104.106,11140000,0.69,1,104.8476,105.5529,0.0069,-0.116,0.0069,0.0126,0.2,0.0158,0.3478
2022-01-03,103.922,104.823,106.125,103.413,11130000,-0.86,0,104.6538,105.1125,-0.0086,-0.1236,0.0077,0.0125,0.1984,0.0158,0.3478
2022-01-04,103.514,103.922,104.276,103.096,11490000,-0.39,0,104.2458,104.7438,-0.0039,-0.127,0.0063,0.0096,0.1524,0.0158,0.3478
2022-01-05,101.006,103.514,103.514,100.85,12880000,-2.42,0,103.4742,104.3424,-0.0242,-0.1482,0.0112,0.0108,0.1714,0.0158,0.3478
2022-01-06,101.561,101.006,102.235,101.0,11750000,0.55,1,102.965,103.9485,0.0055,-0.1435,0.0126,0.01,0.1587,0.0158,0.3478
2022-01-07,102.719,101.561,102.719,101.104,11730000,1.14,1,102.5444,103.696,0.0114,-0.1337,0.0138,0.0103,0.1635,0.0158,0.3478
2022-01-10,101.945,102.719,102.719,101.038,10260000,-0.75,0,102.149,103.4014,-0.0075,-0.1402,0.0137,0.0102,0.1619,0.0158,0.3478
2022-01-11,103.779,101.946,103.78,101.918,12420000,1.8,1,102.202,103.2239,0.018,-0.1248,0.0168,0.0107,0.1699,0.0158,0.3478
2022-01-12,105.686,103.779,105.869,103.771,13030000,1.84,1,103.138,103.3061,0.0184,-0.1087,0.0107,0.011,0.1746,0.0158,0.3478
2022-01-13,105.53,105.686,106.251,104.974,11710000,-0.15,0,103.9318,103.4484,-0.0015,-0.11,0.0117,0.011,0.1746,0.0158,0.3478
2022-01-14,106.928,105.53,107.062,105.028,11460000,1.32,1,104.7736,103.659,0.0132,-0.0982,0.0119,0.0114,0.181,0.0158,0.3478
2022-01-17,106.374,106.927,106.928,106.097,6920000,-0.52,0,105.6594,103.9042,-0.0052,-0.1029,0.0112,0.0113,0.1794,0.0158,0.3478
2022-01-18,106.668,106.369,107.013,105.786,11220000,0.28,1,106.2372,104.2196,0.0028,-0.1004,0.01,0.0112,0.1778,0.0158,0.3478
2022-01-19,108.013,106.67,108.602,106.669,12600000,1.26,1,106.7026,104.9203,0.0126,-0.0891,0.0083,0.0113,0.1794,0.0158,0.3478
2022-01-20,109.102,108.015,109.873,108.014,13630000,1.01,1,107.417,105.6744,0.0101,-0.0799,0.0078,0.0104,0.1651,0.0158,0.3478
2022-01-21,108.942,109.097,109.786,108.368,13410000,-0.15,0,107.8198,106.2967,-0.0015,-0.0812,0.0075,0.0104,0.1651,0.0158,0.3478
2022-01-24,107.937,108.941,108.948,106.624,12700000,-0.92,0,108.1324,106.8959,-0.0092,-0.0897,0.0088,0.0107,0.1699,0.0158,0.3478
2022-01-25,110.204,107.935,110.711,107.185,13710000,2.1,1,108.8396,107.5384,0.021,-0.0706,0.0119,0.0114,0.181,0.0158,0.3478
2022-01-26,111.289,110.206,112.695,110.204,15510000,0.98,1,109.4948,108.0987,0.0098,-0.0614,0.0117,0.0115,0.1826,0.0158,0.3478
2022-01-27,112.612,111.303,113.057,111.303,14810000,1.19,1,110.1968,108.8069,0.0119,-0.0503,0.0118,0.0115,0.1826,0.0158,0.3478
2022-01-28,111.91,112.611,112.969,111.407,13520000,-0.62,0,110.7904,109.3051,-0.0062,-0.0562,0.0128,0.0114,0.181,0.0158,0.3478
2022-01-31,112.144,111.91,112.678,111.195,12190000,0.21,1,111.6318,109.8821,0.0021,-0.0542,0.0103,0.0114,0.181,0.0158,0.3478
2022-02-01,113.228,112.143,113.302,112.135,11130000,0.97,1,112.2366,110.5381,0.0097,-0.0451,0.0075,0.0112,0.1778,0.0158,0.3478
2022-02-02,111.894,113.228,113.666,111.645,11750000,-1.18,0,112.3576,110.9262,-0.0118,-0.0563,0.0101,0.0116,0.1841,0.0158,0.3478
2022-02-03,111.696,111.897,112.502,111.225,11040000,-0.18,0,112.1744,111.1856,-0.0018,-0.058,0.0082,0.0098,0.1556,0.0158,0.3478
2022-02-04,112.245,111.696,112.415,110.321,11460000,0.49,1,112.2414,111.5159,0.0049,-0.0534,0.0081,0.0098,0.1556,0.0158,0.3478
2022-02-07,111.996,112.247,112.517,111.49,10670000,-0.22,0,112.2118,111.9218,-0.0022,-0.0555,0.0081,0.0097,0.154,0.0158,0.3478
2022-02-08,112.234,111.995,112.251,110.943,10160000,0.21,1,112.013,112.1248,0.0021,-0.0535,0.0063,0.0094,0.1492,0.0158,0.3478
2022-02-09,112.461,112.233,113.163,111.71,13790000,0.2,1,112.1264,112.242,0.002,-0.0515,0.003,0.0089,0.1413,0.0158,0.3478
2022-02-10,113.368,112.462,113.812,112.163,13270000,0.81,1,112.4608,112.3176,0.0081,-0.0439,0.0038,0.0083,0.1318,0.0158,0.3478
2022-02-11,113.572,113.368,114.899,113.128,18600000,0.18,1,112.7262,112.4838,0.0018,-0.0422,0.0037,0.0082,0.1302,0.0158,0.3478
2022-02-14,113.899,113.643,114.167,113.358,10760000,0.29,1,113.1068,112.6593,0.0029,-0.0394,0.0027,0.0079,0.1254,0.0158,0.3478
2022-02-15,114.828,113.905,114.828,113.882,11650000,0.82,1,113.6256,112.8193,0.0082,-0.0316,0.0033,0.0078,0.1238,0.0158,0.3478
2022-02-16,115.181,114.83,115.734,114.816,12050000,0.31,1,114.1696,113.148,0.0031,-0.0286,0.0031,0.0078,0.1238,0.0158,0.3478
2022-02-17,113.528,115.181,115.214,113.389,10810000,-1.44,0,114.2016,113.3312,-0.0144,-0.0425,0.0086,0.0084,0.1333,0.0158,0.3478
2022-02-18,112.88,113.534,114.213,112.701,11300000,-0.57,0,114.0632,113.3947,-0.0057,-0.048,0.0089,0.0084,0.1333,0.0158,0.3478
2022-02-21,111.725,112.88,113.405,111.608,7860000,-1.02,0,113.6284,113.3676,-0.0102,-0.0578,0.0093,0.0088,0.1397,0.0158,0.3478
2022-02-22,112.892,111.727,113.315,111.727,12710000,1.04,1,113.2412,113.4334,0.0104,-0.0479,0.0101,0.0087,0.1381,0.0158,0.3478
2022-02-23,112.008,112.892,113.721,111.748,12120000,-0.78,0,112.6066,113.3881,-0.0078,-0.0554,0.0095,0.0078,0.1238,0.0158,0.3478
2022-02-24,111.592,112.001,112.001,109.125,16790000,-0.37,0,112.2194,113.2105,-0.0037,-0.0589,0.0081,0.0075,0.1191,0.0158,0.3478
2022-02-25,113.142,111.591,113.142,110.673,17560000,1.39,1,112.2718,113.1675,0.0139,-0.0458,0.0109,0.0077,0.1222,0.0158,0.3478
2022-03-02,115.174,113.143,115.429,113.143,10700000,1.8,1,112.9616,113.295,0.018,-0.0287,0.0113,0.0085,0.1349,0.0158,0.3478
2022-03-03,115.166,115.173,115.948,115.01,12120000,-0.01,0,113.4164,113.3288,-0.0001,-0.0287,0.0113,0.0085,0.1349,0.0158,0.3478
2022-03-04,114.474,115.166,115.166,113.389,10720000,-0.6,0,113.9096,113.2581,-0.006,-0.0346,0.0108,0.0084,0.1333,0.0158,0.3478
2022-03-07,111.593,114.469,114.529,111.14,14060000,-2.52,0,113.9098,113.0646,-0.0252,-0.0589,0.0172,0.0098,0.1556,0.0158,0.3478
2022-03-08,111.203,111.594,112.39,110.969,15700000,-0.35,0,113.522,112.8969,-0.0035,-0.0622,0.0154,0.0098,0.1556,0.0158,0.3478
2022-03-09,113.9,111.21,114.051,111.207,14710000,2.43,1,113.2672,113.1144,0.0243,-0.0394,0.0177,0.0111,0.1762,0.0158,0.3478
2022-03-10,113.663,113.9,113.939,111.889,12980000,-0.21,0,112.9666,113.1915,-0.0021,-0.0414,0.0177,0.0111,0.1762,0.0158,0.3478
2022-03-11,111.713,113.664,114.627,111.332,12480000,-1.72,0,112.4144,113.162,-0.0172,-0.0579,0.0189,0.0118,0.1873,0.0158,0.3478
2022-03-14,109.928,111.716,112.299,109.717,10480000,-1.6,0,112.0814,112.9956,-0.016,-0.0729,0.0167,0.0123,0.1953,0.0158,0.3478
2022-03-15,108.959,109.925,109.925,107.781,13650000,-0.88,0,111.6326,112.5773,-0.0088,-0.0811,0.0169,0.0122,0.1937,0.0158,0.3478
2022-03-16,111.112,108.958,111.183,108.958,13210000,1.98,1,111.075,112.1711,0.0198,-0.0629,0.0151,0.0131,0.208,0.0158,0.3478
2022-03-17,113.076,111.113,113.088,111.07,14410000,1.77,1,110.9576,111.9621,0.0177,-0.0464,0.0182,0.0137,0.2175,0.0158,0.3478
2022-03-18,115.311,113.076,115.311,112.475,19550000,1.98,1,111.6772,112.0458,0.0198,-0.0275,0.0175,0.0142,0.2254,0.0158,0.3478
2022-03-21,116.155,115.307,116.36,115.208,10380000,0.73,1,112.9226,112.502,0.0073,-0.0204,0.0123,0.0143,0.227,0.0158,0.3478
2022-03-22,117.272,116.157,117.541,116.157,11380000,0.96,1,114.5852,113.1089,0.0096,-0.011,0.006,0.014,0.2222,0.0158,0.3478
2022-03-23,117.457,117.27,118.27,117.036,11080000,0.16,1,115.8542,113.4646,0.0016,-0.0094,0.0075,0.0139,0.2207,0.0158,0.3478
2022-03-24,119.053,117.46,119.256,117.151,13470000,1.36,1,117.0496,114.0036,0.0136,0.004,0.0068,0.0138,0.2191,0.0158,0.3478
2022-03-25,119.081,119.062,119.729,118.548,13810000,0.02,1,117.8036,114.7404,0.0002,0.0043,0.0056,0.0138,0.2191,0.0158,0.3478
2022-03-28,118.738,119.082,119.444,118.061,9170000,-0.29,0,118.3202,115.6214,-0.0029,0.0014,0.0069,0.0136,0.2159,0.0158,0.3478
2022-03-29,120.014,118.74,120.9,118.74,12930000,1.07,1,118.8686,116.7269,0.0107,0.0122,0.0071,0.0136,0.2159,0.0158,0.3478
2022-03-30,120.26,120.013,120.531,119.775,10890000,0.2,1,119.4292,117.6417,0.002,0.0142,0.0071,0.0134,0.2127,0.0158,0.3478
2022-03-31,119.999,120.261,120.88,119.999,11200000,-0.22,0,119.6184,118.334,-0.0022,0.012,0.0055,0.013,0.2064,0.0158,0.3478
2022-04-01,121.57,120.001,121.579,120.001,13780000,1.31,1,120.1162,118.9599,0.0131,0.0253,0.0074,0.0132,0.2095,0.0158,0.3478
2022-04-04,121.28,121.569,121.57,120.754,8810000,-0.24,0,120.6246,119.4724,-0.0024,0.0228,0.0073,0.0131,0.208,0.0158,0.3478
2022-04-05,118.885,121.279,121.628,118.794,11790000,-1.97,0,120.3988,119.6337,-0.0197,0.0026,0.0118,0.0126,0.2,0.0158,0.3478
2022-04-06,118.228,118.885,118.885,116.791,13410000,-0.55,0,119.9924,119.7108,-0.0055,-0.0029,0.0117,0.0126,0.2,0.0158,0.3478
2022-04-07,118.862,118.226,119.247,117.509,11520000,0.54,1,119.765,119.6917,0.0054,0.0024,0.0123,0.0117,0.1857,0.0158,0.3478
2022-04-08,118.322,118.861,118.868,117.487,11230000,-0.45,0,119.1154,119.6158,-0.0045,-0.0021,0.0091,0.0117,0.1857,0.0158,0.3478
2022-04-11,116.953,118.32,118.32,116.953,9560000,-1.16,0,118.25,119.4373,-0.0116,-0.0137,0.0093,0.0113,0.1794,0.0158,0.3478
2022-04-12,116.147,116.963,118.615,116.054,11410000,-0.69,0,117.7024,119.0506,-0.0069,-0.0205,0.0062,0.0108,0.1714,0.0158,0.3478
2022-04-13,116.782,116.15,117.329,116.15,12070000,0.55,1,117.4132,118.7028,0.0055,-0.0151,0.0076,0.0104,0.1651,0.0158,0.3478
2022-04-14,116.182,116.781,116.781,115.624,10370000,-0.51,0,116.8772,118.3211,-0.0051,-0.0202,0.0063,0.0099,0.1572,0.0158,0.3478
2022-04-18,115.687,116.182,116.191,115.177,8400000,-0.43,0,116.3502,117.7328,-0.0043,-0.0243,0.0063,0.0093,0.1476,0.0158,0.3478
2022-04-19,115.057,115.687,115.687,114.277,10540000,-0.54,0,115.971,117.1105,-0.0054,-0.0297,0.005,0.0084,0.1333,0.0158,0.3478
2022-04-20,114.344,115.057,115.057,113.945,10750000,-0.62,0,115.6104,116.6564,-0.0062,-0.0357,0.0049,0.0083,0.1318,0.0158,0.3478
2022-04-22,111.078,114.343,114.343,110.591,10880000,-2.86,0,114.4696,115.9414,-0.0286,-0.0632,0.0105,0.0099,0.1572,0.0158,0.3478
2022-04-25,110.685,111.077,111.155,109.222,11100000,-0.35,0,113.3702,115.1237,-0.0035,-0.0665,0.0107,0.0099,0.1572,0.0158,0.3478
2022-04-26,108.213,110.684,110.685,107.978,11750000,-2.23,0,111.8754,114.1128,-0.0223,-0.0874,0.0114,0.01,0.1587,0.0158,0.3478
2022-04-27,109.349,108.214,110.107,108.214,11520000,1.05,1,110.7338,113.3524,0.0105,-0.0778,0.0156,0.0105,0.1667,0.0158,0.3478
2022-04-28,109.919,109.349,110.702,108.905,11130000,0.52,1,109.8488,112.7296,0.0052,-0.073,0.0171,0.0107,0.1699,0.0158,0.3478
2022-04-29,107.876,109.922,111.819,107.876,13660000,-1.86,0,109.2084,111.839,-0.0186,-0.0902,0.0144,0.0106,0.1683,0.0158,0.3478
2022-05-02,106.639,107.876,107.884,105.218,11940000,-1.15,0,108.3992,110.8847,-0.0115,-0.1006,0.0145,0.0106,0.1683,0.0158,0.3478
2022-05-03,106.528,106.64,107.127,106.033,9940000,-0.1,0,108.0622,109.9688,-0.001,-0.1016,0.0119,0.0106,0.1683,0.0158,0.3478
2022-05-04,108.344,106.529,108.382,104.933,14560000,1.7,1,107.8612,109.2975,0.017,-0.0863,0.014,0.011,0.1746,0.0158,0.3478
2022-05-05,105.304,108.337,108.337,103.923,13830000,-2.81,0,106.9382,108.3935,-0.0281,-0.1119,0.0173,0.012,0.1905,0.0158,0.3478
2022-05-06,105.135,105.303,106.268,103.984,14140000,-0.16,0,106.39,107.7992,-0.0016,-0.1133,0.0165,0.0117,0.1857,0.0158,0.3478
2022-05-09,103.25,105.109,105.109,102.768,13200000,-1.79,0,105.7122,107.0557,-0.0179,-0.1292,0.0173,0.012,0.1905,0.0158,0.3478
2022-05-10,103.11,103.251,104.286,102.386,13510000,-0.14,0,105.0286,106.5454,-0.0014,-0.1304,0.0173,0.0117,0.1857,0.0158,0.3478
2022-05-11,104.397,103.11,105.374,103.008,13430000,1.25,1,104.2392,106.0502,0.0125,-0.1196,0.0158,0.0125,0.1984,0.0158,0.3478
2022-05-12,105.688,104.395,105.708,103.579,14000000,1.24,1,104.316,105.6271,0.0124,-0.1087,0.0126,0.013,0.2064,0.0158,0.3478
2022-05-13,106.924,105.691,107.773,105.691,12370000,1.17,1,104.6738,105.5319,0.0117,-0.0982,0.0133,0.0135,0.2143,0.0158,0.3478
2022-05-16,108.233,106.925,108.795,106.852,10600000,1.22,1,105.6704,105.6913,0.0122,-0.0872,0.0061,0.0138,0.2191,0.0158,0.3478
2022-05-17,108.789,108.246,109.774,108.245,16500000,0.51,1,106.8062,105.9174,0.0051,-0.0825,0.0032,0.0139,0.2207,0.0158,0.3478
2022-05-18,106.247,108.788,108.923,106.038,14750000,-2.34,0,107.1762,105.7077,-0.0234,-0.104,0.0154,0.0146,0.2318,0.0158,0.3478
2022-05-19,107.005,106.249,107.42,105.76,11430000,0.71,1,107.4396,105.8778,0.0071,-0.0976,0.0148,0.0148,0.2349,0.0158,0.3478
2022-05-20,108.488,107.056,108.795,107.056,12870000,1.39,1,107.7524,106.2131,0.0139,-0.0851,0.0152,0.0152,0.2413,0.0158,0.3478
2022-05-23,110.346,108.5,110.68,108.5,10690000,1.71,1,108.175,106.9227,0.0171,-0.0694,0.0161,0.0145,0.2302,0.0158,0.3478
2022-05-24,110.581,110.34,110.635,108.399,11720000,0.21,1,108.5334,107.6698,0.0021,-0.0674,0.0161,0.0145,0.2302,0.0158,0.3478
2022-05-25,110.58,110.58,111.006,109.699,10740000,0.0,0,109.4,108.2881,-0.0,-0.0674,0.0074,0.0136,0.2159,0.0158,0.3478
2022-05-26,111.89,110.577,112.102,110.388,13080000,1.18,1,110.377,108.9083,0.0118,-0.0564,0.0075,0.0137,0.2175,0.0158,0.3478
2022-05-27,111.942,111.89,112.441,111.558,9980000,0.05,1,111.0678,109.4101,0.0005,-0.0559,0.0077,0.0136,0.2159,0.0158,0.3478
2022-05-30,111.032,111.944,112.69,110.655,7280000,-0.81,0,111.205,109.69,-0.0081,-0.0636,0.0071,0.0131,0.208,0.0158,0.3478
2022-05-31,111.351,111.036,111.903,110.685,15810000,0.29,1,111.359,109.9462,0.0029,-0.0609,0.0071,0.0127,0.2016,0.0158,0.3478
2022-06-01,111.36,111.351,111.931,110.822,9790000,0.01,1,111.515,110.4575,0.0001,-0.0608,0.0071,0.0127,0.2016,0.0158,0.3478
2022-06-02,112.393,111.363,112.709,111.218,10050000,0.93,1,111.6156,110.9963,0.0093,-0.0521,0.0063,0.0124,0.1968,0.0158,0.3478
2022-06-03,111.102,112.392,112.392,110.935,8760000,-1.15,0,111.4476,111.2577,-0.0115,-0.063,0.0084,0.0108,0.1714,0.0158,0.3478
