Data,Último,Abertura,Máxima,Mínima,Vol.,Var%,Variacao 1/0,mm_5,mm_10,retorno_diario,retorno_acumulado,volatilidade_5d,vol_21d,vol_historica_anual,vol_historica
2023-03-08,106.54,104.228,106.721,104.228,"15,90M","2,22%",0,104.532,105.1079,0.02218213915646472,-0.10148178759076676,0.012456735094303742,0.011484456002523331,0.18231008715323826,0.015786401225103774
2023-03-09,105.071,106.54,106.724,105.053,"19,17M","-1,38%",0,104.881,104.8557,-0.013788248545147486,-0.11387078002580686,0.013560114983608228,0.011805761446041809,0.18741065294388548,0.015786401225103774
2023-03-10,103.618,105.071,105.071,103.201,"17,95M","-1,38%",0,104.8314,104.6377,-0.013828744372852642,-0.12612483449014533,0.015471443707419414,0.012025803395650257,0.19090371060388006,0.015786401225103774
2023-03-13,103.121,103.608,103.907,102.255,"12,99M","-0,48%",0,104.51559999999999,104.37870000000001,-0.004796463934837569,-0.13031634520506352,0.014775624090312727,0.010978629669879357,0.17428034305665555,0.015786401225103774
2023-03-14,102.932,103.121,104.153,102.482,"13,13M","-0,18%",0,104.25640000000001,104.1787,-0.0018327983630879174,-0.13191029998397608,0.01475342251214877,0.010451105814253039,0.16590616146080847,0.015786401225103774
2023-03-15,102.675,102.93,103.048,100.692,"15,25M","-0,25%",1,103.48339999999999,104.0077,-0.0024967939999223088,-0.13407774113837045,0.005998725534077628,0.01043019857694044,0.16557426935762518,0.015786401225103774
2023-03-16,103.435,102.683,103.911,102.455,"14,39M","0,74%",0,103.15619999999998,104.01860000000002,0.007401996591185789,-0.12766818753004472,0.007586912710622722,0.010448037883642625,0.1658574595721999,0.015786401225103774
2023-03-17,101.982,103.434,103.434,101.664,"17,56M","-1,40%",0,102.829,103.83020000000002,-0.014047469425242931,-0.1399222419943832,0.007664396925938043,0.010661967923181127,0.16925349366771048,0.015786401225103774
2023-03-20,100.923,101.982,102.328,100.679,"10,90M","-1,04%",1,102.3894,103.45250000000001,-0.010384185444490157,-0.1488534489301948,0.008341191021949565,0.00986230119289057,0.15655917786722462,0.015786401225103774
2023-03-21,100.998,100.923,101.67,100.923,"9,67M","0,07%",0,102.0026,103.12949999999998,0.0007431408103206749,-0.1482209271925311,0.00860488144506812,0.009791725779210853,0.1554388279075924,0.015786401225103774
2023-03-22,100.221,100.998,101.888,100.129,"11,50M","-0,77%",0,101.51180000000001,102.49759999999999,-0.0076932216479533855,-0.15477385239472718,0.008727608465483105,0.009804320467389062,0.15563876238415206,0.015786401225103774
